rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
1078,SG Attendorn Ennest E.V. II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Süd,13094,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1079,SG Bünde-Dünne II,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1080,SG DJK A09/Phönix Essen II,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Nord,16078,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1081,SG Dippoldiswalde-Ruppendorf,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1082,SG Glinde/Reinbek,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel G,12975,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1083,SG HSC Chemnitz,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1084,SG Handball Detmold,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1085,SG Handball Detmold 2,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1086,SG Handball Eidertal,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1087,SG Handball Kamen II,Handballkreis Hellweg,Handballkreis Hellweg,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga HKH,12689,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1088,SG Handball Neumünster II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1089,SG Handball Neumünster III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1090,SG Handball Paderborn,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1091,SG Handball Steinfurt,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1092,SG Harburg III,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 1 (141),13440,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1093,SG Hörnerkirchen/Hohenfelde,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1094,SG Hüls-Scherlebeck II,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1095,SG Iserlohn-Sümmern H1,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1096,SG Kierspe-Meinerzhagen,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1097,SG Kierspe-Meinerzhagen II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,KLB Süd 3 Runde,15787,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1098,SG Kierspe-Meinerzhagen II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Süd,13094,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1099,SG Klotzsche,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1100,SG Kollmar/Neuendorf II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1101,SG LiDa 1.Männer,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1102,SG Mittelangeln,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1103,SG Mogono Leipzig II,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1104,SG Neuenkirchen/Varensell,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1105,SG Oberlichtenau,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1106,SG Oeversee-Jarplund-Weding II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1107,SG Pirna/Heidenau III,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1108,SG Ruhrtal H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1109,SG TURA Halden Herbeck 2,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,MÄNNER KREISLIGA HKHR,13011,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1110,SG TURA Halden Herbeck 3,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,MÄNNER KREISLIGA HKHR,13011,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1111,SG Unterrath 2m,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1112,SG Weixdorf,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1113,SG Wilhelmsburg II,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1114,SG Zschopautal,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1115,SGS Augustdorf-Hövelhof,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1116,SGSH Dragons E.V. III,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1117,SGSH Dragons E.V. IV,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Nord,13093,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1118,SSG Wuppertal/Hsv Wuppertal II,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1119,SSV Meschede H1,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1120,SSV Nümbrecht Handball III,HK Oberberg,HK Oberberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Oberberg,12960,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1121,SUS Essen-Haarzopf,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Nord,16078,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1122,SV Adler Münster,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1123,SV BOUS,Handballverband SAAR,Handballverband SAAR,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer,14382,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1124,SV Beierfeld,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1125,SV Eilendorf II,HK Aachen-Düren,HK Aachen-Düren,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga,14819,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1126,SV Eintracht Dolberg II,Handballkreis Hellweg,Handballkreis Hellweg,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga HKH,12689,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1127,SV Frielingsdorf,HK Oberberg,HK Oberberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Oberberg,12960,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1128,SV Henstedt-Ulzburg II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1129,SV LOK Königsbrück,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1130,SV LOK LEIPZIG-Mitte II,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1131,SV Leisnig 90,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1132,SV Neuerburg,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Mosel/Eifel-Nahe/Hunsrück,14548,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1133,SV Regis-Breitingen,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1134,SV Schermbeck II,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1135,SV Spexard,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1136,SV Straelen III,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1137,SV Teutonia Riemke 2.Herren,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1138,Sachsen 90 Werdau,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1139,Schwarz -Rot Aachen 3,HK Aachen-Düren,HK Aachen-Düren,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga,14819,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1140,Selbecker Turnerschaft 2,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,MÄNNER KREISLIGA HKHR,13011,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1141,Sparta Münster II,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1142,Spfr. Loxten II,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1143,Spfr. Loxten III,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1144,Spvg. Hesselteich,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1145,Spvg. Versmold,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1146,Spvgg Lülsdorf-Ranzel,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1147,Stolberger SV II,HK Aachen-Düren,HK Aachen-Düren,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga,14819,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1148,Surendorfer TS,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel C,12971,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1149,TB Wülfrath IV,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Nord,16078,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1150,TBSV Neugersdorf,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Ostsachsen,13110,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1151,TG Herford 1,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1152,TG Osthofen 3,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1153,TG Voerde 2. Herren,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,MÄNNER KREISLIGA HKHR,13011,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1154,TH Eilbeck V,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 1 (141),13440,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1155,TH Eilbeck VI,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1156,THB Hamburg 03 II,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1157,THW KIEL III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel C,12971,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1158,THW KIEL IV,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1159,TS Evingsen 1887 E.V. 2,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Nord,13093,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1160,TSG 1861 Taucha,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1161,TSG Altenhagen Heepen IV,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1162,TSG Altenhagen-Heepen III,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1163,TSG Benrath 81 1m,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1164,TSG Harsewinkel II,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1165,TSG Kirchhellen II,HK Rhein-Ruhr,HK Rhein-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,REGIONSLIGA MÄNNER,13017,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1166,TSG Ober-Hilbersheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1167,TSG Schüren,Handballkreis Dortmund,Handballkreis Dortmund,9,Bezirksliga / Kreisliga / Regionsliga,HKDO-KL-M,12777,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1168,TSV 1862 Radeburg II,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1169,TSV Bargteheide,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel G,12975,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1170,TSV Bigge-Olsberg H1,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1171,TSV Bonn rrh. 4. Männer,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1172,TSV Bonn rrh. 5. Männer,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1173,TSV Bärenstein,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1174,TSV Bösingfeld,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1175,TSV Büsum II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel B,12970,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1176,TSV Dresden-Bühlau II,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer,13103,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1177,TSV Ellerau II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1178,TSV Feytal,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1179,TSV Glücksburg 09,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1180,TSV Hahlen 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1181,TSV Hillentrup,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1182,TSV Hürup III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1183,TSV Markkleeberg,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1184,TSV Oelsnitz,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1185,TSV PLÖN II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel F,12974,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1186,TSV Schloss Neuhaus,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1187,TSV Schloss Neuhaus 2,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1188,TSV Vineta Audorf,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel B,12970,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1189,TSV Weddingstedt III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel B,12970,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1190,TSV Westerland,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1191,TSVE 1890 Bielefeld,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
